title,description,publication_date,url,created_at
"Украина совершила массированный налет на российские города. В Крыму пытались атаковать нефтебазу, вспыхнул пожар",,2025-10-06,https://lenta.ru/,2025-10-07 16:04:36
«Это были страны Балтии». Ангела Меркель назвала виновных в начале СВО. Кто еще оказался в списке?,,2025-10-06,https://lenta.ru/,2025-10-07 16:04:36
«Хорошая идея». Трамп оценил предложение Путина по ДСНВ. Как на его слова отреагировали в России и США?,,2025-10-06,https://lenta.ru/,2025-10-07 16:04:36
Стало известно имя новой самой красивой девушки страны. Кто она и какими достижениями смогла покорить жюри конкурса «Мисс Россия»?,,2025-10-05,https://lenta.ru/,2025-10-07 16:04:36
Задержанную в Израиле Грету Тунберг посадили в камеру с клопами. Флотилия активистки в третий раз не смогла доплыть до Газы,,2025-10-05,https://lenta.ru/,2025-10-07 16:04:36
"Полуголая Хайди Клум, мужчины в трусах и женщины-подушки. В Париже завершилась Неделя моды. Что на ней творилось?",,,https://lenta.ru/,2025-10-07 16:04:36
Перемены в миграции птиц поставили под угрозу судьбу человечества,,,https://lenta.ru/,2025-10-07 16:04:36
Невеста Роналду и жена Безоса потягались бриллиантами в Париже,,,https://lenta.ru/,2025-10-07 16:04:36
Бывший заместитель директора российского порохового завода получил срок,,,https://lenta.ru/,2025-10-07 16:04:36
В Кремле рассказали о планах Путина в Таджикистане,,,https://lenta.ru/,2025-10-07 16:04:36
Обвиненный в домогательствах к детям тренер по фигурному катанию возобновил работу,,,https://lenta.ru/,2025-10-07 16:04:36
ВТО испугалась за мировую торговлю и сделала мрачный прогноз,,,https://lenta.ru/,2025-10-07 16:04:36
«Тут миллион возможностей»: Успешные москвичи бросили столицу и занялись пчеловодством в глухой деревне. Как это изменило их жизнь?,,2025-10-07,https://lenta.ru/,2025-10-07 16:04:36
Нескольких участниц финала «Мисс Россия — 2025» возмутил выбор победительницы,,,https://lenta.ru/,2025-10-07 16:04:36
«У меня сердце ухнуло»: Пятимесячного Максима спасет внутривенное питание. Малышу очень нужна ваша помощь,,2025-10-07,https://lenta.ru/,2025-10-07 16:04:36
Замглавы администрации президента оценил шутку Путина про него и «Орешник»,,,https://lenta.ru/,2025-10-07 16:04:36
Раскрыта связанная с Украиной засекреченная просьба Байдена к ЦРУ,,,https://lenta.ru/,2025-10-07 16:04:36
